Gender,Age,Suspect-ethnicity,Officer-ethnicity,Object of search,Outcome
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Female,18-24,Mixed - White and Asian (M3),Black,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Mixed - White and Asian (M3),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given drugs possession warning
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,over 34,Mixed - White and Black African (M2),Black,Offensive weapons,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Stolen goods,Nothing found - no further action
Male,over 34,Mixed - White and Black Caribbean (M1),Black,Stolen goods,Nothing found - no further action
Male,over 34,,Asian,Controlled drugs,Offender given drugs possession warning
Male,18-24,,Asian,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,,Offender given drugs possession warning
Female,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,over 34,Black or Black British - Caribbean (B1),Black,Stolen goods,Nothing found - no further action
Male,over 34,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,over 34,Not Stated (NS),Asian,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,25-34,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,Not Stated (NS),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Not Stated (NS),Black,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,,Asian,Offensive weapons,Nothing found - no further action
Male,10-17,,Asian,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,25-34,,White,Article for use in theft,Article found - Detailed outcome unavailable
Male,10-17,Not Stated (NS),Asian,Offensive weapons,Suspect arrested
Male,18-24,Black or Black British - Caribbean (B1),Black,Offensive weapons,Suspect arrested
Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,Mixed - White and Black Caribbean (M1),Black,Offensive weapons,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Article found - Detailed outcome unavailable
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,Mixed - Any other Mixed ethnic background (M9),Black,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Female,over 34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Article for use in theft,Suspect arrested
Male,over 34,White - White British (W1),White,Article for use in theft,Suspect arrested
Male,10-17,White - White British (W1),White,Article for use in theft,Article found - Detailed outcome unavailable
Male,,,Black,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Suspect arrested
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Stolen goods,Suspect summonsed to court
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,10-17,Black or Black British - Caribbean (B1),Black,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),White,Article for use in theft,Nothing found - no further action
